5514|50000934892|V|4429.716165|12435.087878|0.000|170902|211349|0000|0000|
5514|50000934892|V|4429.716165|12435.087878|0.000|170902|211354|0000|0000|
5514|50000934892|V|4429.716165|12435.087878|0.000|170902|211359|0000|0000|
5514|50000934892|A|4430.425280|12435.097601|2.020|170902|211404|0000|0000|
5514|50000934892|A|4430.422658|12435.096035|2.272|170902|211409|0000|0000|
5514|50000934892|A|4430.417032|12435.094365|3.292|170902|211414|0000|0000|
5514|50000934892|A|4430.413867|12435.090986|2.882|170902|211419|0000|0000|
5514|50000934892|A|4430.409581|12435.088393|3.618|170902|211424|0000|0000|
5514|50000934892|A|4430.405797|12435.085032|3.611|170902|211429|0000|0000|
5514|50000934892|A|4430.402757|12435.083086|1.910|170902|211434|0000|0000|
5514|50000934892|A|4430.399830|12435.081563|1.782|170902|211439|0000|0000|
5514|50000934892|A|4430.397711|12435.081064|1.977|170902|211444|0000|0000|
5514|50000934892|A|4430.395422|12435.084565|2.451|170902|211449|0100|0100|
5514|50000934892|A|4430.392795|12435.089034|2.556|170902|211454|0000|0000|
5514|50000934892|A|4430.390350|12435.093230|2.738|170902|211459|0000|0000|
5514|50000934892|A|4430.387993|12435.096354|1.883|170902|211504|0000|0000|
5514|50000934892|A|4430.385083|12435.097773|2.426|170902|211509|0000|0000|
5514|50000934892|A|4430.382112|12435.099159|2.747|170902|211514|0000|0000|
5514|50000934892|A|4430.378899|12435.100051|2.597|170902|211519|0000|0000|
5514|50000934892|A|4430.375705|12435.100710|2.140|170902|211524|0100|0100|
5514|50000934892|A|4430.371764|12435.102165|2.513|170902|211529|0000|0000|
5514|50000934892|A|4430.367938|12435.103889|3.257|170902|211534|0000|0000|
5514|50000934892|A|4430.363973|12435.104913|3.012|170902|211539|0000|0000|
5514|50000934892|A|4430.359456|12435.105572|4.240|170902|211544|0000|0000|
5514|50000934892|A|4430.354258|12435.105708|4.357|170902|211549|0000|0000|
5514|50000934892|A|4430.347885|12435.104159|5.074|170902|211554|0000|0000|
5514|50000934892|A|4430.340891|12435.101135|4.897|170902|211559|0000|0000|
5514|50000934892|A|4430.334402|12435.097841|4.841|170902|211604|0100|0100|
5514|50000934892|A|4430.328002|12435.094242|4.851|170902|211609|0000|0000|
5514|50000934892|A|4430.321857|12435.090692|4.990|170902|211614|0000|0000|
5514|50000934892|A|4430.315985|12435.086575|4.655|170902|211619|0000|0000|
5514|50000934892|A|4430.309982|12435.082828|4.751|170902|211624|0000|0000|
5514|50000934892|A|4430.304090|12435.079283|4.701|170902|211629|0100|0100|
5514|50000934892|A|4430.298864|12435.075736|3.568|170902|211634|0000|0000|
5514|50000934892|A|4430.293599|12435.072800|3.773|170902|211639|0000|0000|
5514|50000934892|A|4430.288812|12435.069529|3.758|170902|211644|0100|0100|
5514|50000934892|A|4430.283881|12435.067275|3.832|170902|211649|0000|0000|
5514|50000934892|A|4430.279023|12435.064686|3.852|170902|211654|0100|0100|
5514|50000934892|A|4430.273918|12435.063356|4.134|170902|211659|0100|0100|
5514|50000934892|A|4430.270547|12435.064244|2.348|170902|211704|0100|0100|
5514|50000934892|A|4430.268759|12435.068333|2.525|170902|211709|0100|0100|
5514|50000934892|A|4430.265890|12435.072977|2.618|170902|211714|0100|0100|
5514|50000934892|A|4430.262701|12435.076944|3.078|170902|211719|0000|0000|
5514|50000934892|A|4430.259071|12435.082351|3.934|170902|211724|0100|0100|
5514|50000934892|A|4430.254807|12435.086848|3.924|170902|211729|0000|0000|
5514|50000934892|A|4430.250554|12435.091358|3.988|170902|211734|0000|0000|
5514|50000934892|A|4430.246513|12435.094928|3.877|170902|211739|0000|0000|
5514|50000934892|A|4430.242071|12435.100129|4.295|170902|211744|0100|0100|
5514|50000934892|A|4430.238460|12435.105975|3.893|170902|211749|0100|0100|
5514|50000934892|A|4430.234622|12435.112223|4.133|170902|211754|0100|0100|
5514|50000934892|A|4430.230750|12435.118960|4.542|170902|211759|0000|0000|
5514|50000934892|A|4430.226802|12435.126338|4.713|170902|211804|0100|0100|
5514|50000934892|A|4430.223038|12435.132060|4.062|170902|211809|0100|0100|
5514|50000934892|A|4430.219837|12435.133813|0.000|170902|211814|0100|0100|
5514|50000934892|A|4430.216654|12435.130999|2.653|170902|211819|0100|0100|
5514|50000934892|A|4430.213837|12435.126719|2.470|170902|211824|0000|0000|
5514|50000934892|A|4430.211844|12435.123129|2.420|170902|211829|0000|0000|
5514|50000934892|A|4430.208993|12435.122074|1.933|170902|211834|0000|0000|
5514|50000934892|A|4430.207211|12435.124468|2.886|170902|211839|0100|0100|
5514|50000934892|A|4430.203785|12435.128567|2.672|170902|211844|0000|0000|
5514|50000934892|A|4430.200656|12435.132887|2.704|170902|211849|0100|0100|
5514|50000934892|A|4430.197819|12435.136989|2.723|170902|211854|0100|0100|
5514|50000934892|A|4430.195610|12435.140856|2.401|170902|211859|0000|0000|
